Person_Age,Person_Income,Loan_Amount,Credit_Score,Years_at_Job,Existing_Loans,Education_Level,Home_Ownership,Default_Next_Month,Application_Source,Application_ID
40,72776.0,9885,680,6,3,High School,Rent,0,Web_Portal,APP-6077
45,107636.0,32955,737,13,4,High School,Rent,0,Web_Portal,APP-8782
34,96133.0,21893,520,39,2,Master,Rent,0,Web_Portal,APP-9323
31,177153.0,34317,727,7,1,High School,Rent,0,Web_Portal,APP-10522
47,27197.0,49359,511,20,4,High School,Rent,0,Web_Portal,APP-10967
61,153672.0,40708,385,24,3,Bachelor,Rent,0,Web_Portal,APP-6483
87,109590.0,34783,692,3,2,Master,Own,0,Web_Portal,APP-8746
32,141265.0,27277,826,24,0,PhD,Own,0,Web_Portal,APP-10280
69,92795.0,42284,844,17,2,Master,Own,1,Web_Portal,APP-6514
24,127163.0,16718,618,11,3,PhD,Own,0,Web_Portal,APP-10527
62,86761.0,4014,737,15,3,PhD,Mortgage,1,Web_Portal,APP-9871
79,153485.0,28163,345,16,0,High School,Own,0,Web_Portal,APP-6553
86,44003.0,10939,497,33,1,Master,Own,0,Web_Portal,APP-4557
75,148824.0,47003,502,26,0,PhD,Mortgage,0,Web_Portal,APP-2395
21,119468.0,18788,521,0,0,Master,Own,1,Web_Portal,APP-1264
60,96034.0,48457,728,19,2,Bachelor,Mortgage,1,Web_Portal,APP-4547
41,195989.0,3924,662,21,0,PhD,Own,0,Web_Portal,APP-7844
88,90831.0,38615,634,1,0,Bachelor,Rent,0,Web_Portal,APP-8628
48,35376.0,42583,411,35,3,PhD,Mortgage,0,Web_Portal,APP-7788
64,138018.0,13811,307,19,3,High School,Own,1,Web_Portal,APP-4069
23,56417.0,37769,355,6,2,High School,Rent,0,Web_Portal,APP-6025
35,187487.0,25268,798,8,2,PhD,Rent,0,Web_Portal,APP-9396
46,80262.0,28428,364,33,3,PhD,Own,0,Legacy_System,APP-4864
81,136903.0,24849,326,31,1,PhD,Rent,0,Web_Portal,APP-10072
57,27425.0,25130,783,22,4,Bachelor,Rent,0,Web_Portal,APP-3400
52,187442.0,45874,838,9,1,Bachelor,Own,0,Web_Portal,APP-7274
21,47122.0,6906,402,21,0,Bachelor,Rent,0,Web_Portal,APP-9484
43,82175.0,46806,488,36,0,Master,Own,0,Web_Portal,APP-4711
65,,10099,532,16,2,Bachelor,Rent,0,Web_Portal,APP-1246
64,81477.0,15450,304,4,0,PhD,Mortgage,0,Web_Portal,APP-2594
51,91123.0,2067,814,31,4,High School,Own,1,Web_Portal,APP-10682
54,112545.0,23759,526,25,4,PhD,Mortgage,0,Web_Portal,APP-2529
55,164707.0,32170,828,13,1,PhD,Own,0,Web_Portal,APP-9223
71,68582.0,2036,647,39,4,PhD,Own,0,Web_Portal,APP-1923
56,113177.0,5808,568,23,2,High School,Mortgage,1,Web_Portal,APP-8553
37,160441.0,22398,790,0,0,Bachelor,Mortgage,0,Web_Portal,APP-5364
22,178651.0,7880,825,5,2,High School,Rent,0,Web_Portal,APP-1669
24,29304.0,22971,650,37,2,Bachelor,Rent,0,Web_Portal,APP-4604
42,84467.0,14811,358,16,1,Bachelor,Own,0,Web_Portal,APP-6108
69,41662.0,29285,318,25,4,Master,Rent,0,Web_Portal,APP-2910
67,117052.0,21009,697,31,2,PhD,Rent,1,Web_Portal,APP-9344
78,47358.0,3427,810,32,3,Bachelor,Own,0,Web_Portal,APP-6248
81,70998.0,34823,381,33,1,Master,Mortgage,0,Web_Portal,APP-8183
76,150744.0,16693,538,7,1,Master,Rent,0,Web_Portal,APP-4958
67,123313.0,35261,309,31,1,Master,Mortgage,0,Web_Portal,APP-7957
22,45358.0,46780,675,35,2,High School,Mortgage,0,Web_Portal,APP-7026
45,43653.0,46041,755,34,1,Bachelor,Own,0,Web_Portal,APP-6643
62,99637.0,33697,796,11,4,Master,Mortgage,0,Web_Portal,APP-3696
72,74800.0,6937,564,21,2,High School,Mortgage,0,Web_Portal,APP-3591
60,127158.0,38303,682,39,4,High School,Rent,0,Web_Portal,APP-6906
36,30967.0,6120,792,37,2,Bachelor,Own,0,Web_Portal,APP-2781
65,144678.0,47189,521,26,3,Bachelor,Rent,0,Web_Portal,APP-7509
27,110918.0,2316,343,7,1,Bachelor,Mortgage,0,Web_Portal,APP-4013
71,115856.0,32391,486,25,4,Bachelor,Mortgage,0,Web_Portal,APP-8133
86,41797.0,32006,329,11,1,PhD,Rent,0,Web_Portal,APP-3307
48,165743.0,28844,389,23,4,PhD,Mortgage,0,Web_Portal,APP-8276
84,172079.0,39210,356,27,2,Bachelor,Mortgage,0,Web_Portal,APP-4690
65,48767.0,5052,736,9,2,Bachelor,Rent,0,Web_Portal,APP-1687
60,84874.0,22621,734,19,0,PhD,Rent,0,Web_Portal,APP-7011
65,60478.0,17712,569,20,2,High School,Rent,1,Legacy_System,APP-8071
43,173018.0,48346,406,29,0,Master,Rent,0,Web_Portal,APP-1612
70,52800.0,34439,566,30,1,Bachelor,Mortgage,0,Web_Portal,APP-8167
60,62464.0,46640,629,24,3,High School,Mortgage,1,Web_Portal,APP-10205
46,21532.0,24081,588,11,0,Bachelor,Own,0,Web_Portal,APP-4200
77,153847.0,49500,779,2,1,High School,Rent,0,Web_Portal,APP-3267
40,117807.0,33567,319,4,1,PhD,Rent,0,Web_Portal,APP-10781
74,31255.0,43503,578,3,4,Bachelor,Own,0,Web_Portal,APP-7629
71,132713.0,21645,715,5,1,High School,Rent,1,Web_Portal,APP-5135
77,100978.0,27866,675,19,2,High School,Rent,0,Web_Portal,APP-2898
30,53103.0,23172,600,31,4,PhD,Rent,0,Web_Portal,APP-10530
86,56973.0,26239,793,23,4,Bachelor,Rent,0,Legacy_System,APP-9153
45,69086.0,28260,492,32,1,High School,Mortgage,1,Web_Portal,APP-1258
34,179327.0,4717,725,36,4,High School,Own,1,Web_Portal,APP-3924
58,27034.0,27998,383,15,2,High School,Mortgage,0,Web_Portal,APP-10424
56,191488.0,19001,572,15,3,Master,Rent,1,Web_Portal,APP-5943
64,46883.0,34488,676,5,4,Bachelor,Own,0,Web_Portal,APP-3822
26,139761.0,34355,301,27,1,PhD,Mortgage,0,Web_Portal,APP-7529
38,111426.0,48143,570,15,0,Master,Own,0,Web_Portal,APP-4339
18,,32490,650,2,2,Master,Own,0,Web_Portal,APP-4525
49,151016.0,30137,646,29,3,Bachelor,Mortgage,0,Web_Portal,APP-5563
70,103213.0,20755,320,26,3,PhD,Mortgage,0,Web_Portal,APP-10656
32,28294.0,39612,397,23,1,PhD,Mortgage,1,Web_Portal,APP-8908
21,85950.0,40325,693,30,1,High School,Own,0,Web_Portal,APP-6329
68,184265.0,2207,618,25,1,Bachelor,Mortgage,0,Web_Portal,APP-6223
73,102629.0,21133,483,2,3,PhD,Rent,0,Web_Portal,APP-3285
56,25380.0,24681,375,9,2,High School,Mortgage,0,Web_Portal,APP-7063
82,115614.0,37267,509,31,2,Bachelor,Mortgage,0,Web_Portal,APP-5654
60,187243.0,2074,316,13,4,Bachelor,Own,1,Web_Portal,APP-6000
52,31584.0,37559,513,23,0,High School,Mortgage,0,Legacy_System,APP-7710
48,47648.0,1397,481,14,3,Bachelor,Mortgage,0,Web_Portal,APP-10324
59,30956.0,22983,425,4,1,Bachelor,Own,1,Web_Portal,APP-1484
47,127026.0,41824,778,0,3,Bachelor,Own,0,Web_Portal,APP-3211
39,35210.0,34572,522,20,1,High School,Mortgage,0,Web_Portal,APP-6416
59,108909.0,46937,393,1,0,PhD,Mortgage,0,Web_Portal,APP-8563
84,183021.0,48820,382,15,2,PhD,Rent,0,Web_Portal,APP-3555
39,92534.0,19361,787,37,4,Bachelor,Rent,0,Web_Portal,APP-1007
46,192192.0,12276,520,33,0,Bachelor,Mortgage,0,Web_Portal,APP-4657
44,147368.0,1451,357,1,3,Bachelor,Own,0,Web_Portal,APP-7411
42,182491.0,17192,530,9,0,Bachelor,Rent,0,Web_Portal,APP-10164
33,,32707,313,5,1,Bachelor,Own,0,Web_Portal,APP-5874
76,188150.0,39726,344,31,2,High School,Own,0,Web_Portal,APP-5402
26,117816.0,18225,771,8,1,PhD,Rent,1,Web_Portal,APP-9916
55,138208.0,8025,843,8,1,Bachelor,Mortgage,0,Web_Portal,APP-6546
32,59913.0,47703,797,27,2,Bachelor,Mortgage,1,Web_Portal,APP-6297
42,128621.0,5843,383,29,1,Bachelor,Own,0,Web_Portal,APP-3426
81,118724.0,3904,750,9,3,High School,Mortgage,0,Web_Portal,APP-7744
59,74649.0,5734,636,6,0,Bachelor,Own,0,Web_Portal,APP-2814
64,148536.0,38066,300,10,4,PhD,Mortgage,0,Web_Portal,APP-7822
78,64656.0,8341,797,8,1,High School,Own,0,Web_Portal,APP-10625
47,42838.0,32238,404,20,2,Bachelor,Own,0,Web_Portal,APP-3274
51,183607.0,13128,426,9,4,PhD,Own,0,Web_Portal,APP-2011
64,54640.0,42010,334,26,1,PhD,Mortgage,0,Legacy_System,APP-2577
71,161220.0,33098,442,34,1,Bachelor,Rent,1,Web_Portal,APP-8264
34,162290.0,16723,427,8,4,Bachelor,Rent,0,Web_Portal,APP-2067
38,114524.0,25647,622,19,1,PhD,Mortgage,0,Web_Portal,APP-2991
66,156126.0,28506,497,25,2,Bachelor,Rent,1,Web_Portal,APP-4970
43,59056.0,3719,428,6,2,High School,Rent,0,Web_Portal,APP-10073
55,140384.0,1872,356,7,4,High School,Own,0,Web_Portal,APP-6879
66,157095.0,8269,726,13,3,High School,Rent,0,Web_Portal,APP-9430
33,167083.0,32146,386,22,4,PhD,Rent,0,Web_Portal,APP-5542
75,,15560,494,18,4,Bachelor,Mortgage,1,Web_Portal,APP-10326
19,66434.0,49095,343,3,3,PhD,Mortgage,1,Web_Portal,APP-8193
19,86008.0,42362,458,9,4,Master,Mortgage,0,Web_Portal,APP-4867
88,84766.0,27907,553,4,4,Master,Own,0,Web_Portal,APP-10415
71,164751.0,19918,758,38,4,PhD,Mortgage,0,Web_Portal,APP-7823
25,181874.0,16014,716,1,3,High School,Rent,0,Web_Portal,APP-4048
50,51440.0,3910,304,10,3,Master,Mortgage,0,Web_Portal,APP-1781
19,115967.0,40705,641,22,1,Bachelor,Rent,1,Web_Portal,APP-7747
83,35675.0,30843,832,15,2,PhD,Mortgage,0,Web_Portal,APP-3675
78,59963.0,47225,749,17,0,High School,Own,0,Web_Portal,APP-2749
74,198271.0,12379,618,39,3,Master,Rent,0,Web_Portal,APP-7222
80,192027.0,47589,675,9,0,High School,Own,1,Web_Portal,APP-8946
70,,38602,777,24,2,Bachelor,Mortgage,0,Web_Portal,APP-3791
29,174443.0,19043,500,5,0,High School,Mortgage,0,Web_Portal,APP-7519
43,93158.0,37131,529,26,2,Bachelor,Mortgage,0,Web_Portal,APP-6774
30,27749.0,11623,635,10,0,Bachelor,Mortgage,0,Web_Portal,APP-7357
84,43729.0,5379,836,38,4,High School,Own,0,Web_Portal,APP-5979
56,,6807,632,7,2,High School,Rent,0,Web_Portal,APP-8588
43,190100.0,2037,650,30,0,PhD,Rent,0,Web_Portal,APP-2091
60,61581.0,29571,833,25,2,High School,Mortgage,0,Web_Portal,APP-7526
23,174828.0,3414,680,16,3,PhD,Rent,0,Web_Portal,APP-10607
71,149516.0,15301,654,30,3,High School,Own,0,Web_Portal,APP-5627
75,125160.0,29204,332,22,2,PhD,Rent,1,Web_Portal,APP-3324
79,,10387,465,25,3,High School,Rent,0,Web_Portal,APP-7534
46,114324.0,26264,726,39,0,Bachelor,Mortgage,0,Web_Portal,APP-9971
36,169752.0,33205,435,28,2,High School,Own,1,Web_Portal,APP-6055
65,148668.0,39918,555,27,2,Master,Own,0,Web_Portal,APP-3608
19,167078.0,25660,717,10,2,PhD,Mortgage,1,Web_Portal,APP-10020
50,58533.0,34033,817,6,2,Bachelor,Rent,0,Web_Portal,APP-3290
85,59950.0,25873,699,10,1,PhD,Rent,0,Web_Portal,APP-2727
89,86896.0,15601,612,8,1,Master,Mortgage,0,Web_Portal,APP-1610
45,141269.0,14158,713,9,2,PhD,Mortgage,1,Web_Portal,APP-5666
40,127373.0,20225,320,32,4,Bachelor,Rent,0,Web_Portal,APP-9051
77,41788.0,29534,550,31,4,High School,Rent,0,Web_Portal,APP-6413
72,,33561,376,16,2,High School,Own,0,Web_Portal,APP-1343
62,117180.0,27859,364,25,1,Master,Rent,0,Web_Portal,APP-5683
88,141359.0,47708,681,11,3,PhD,Rent,0,Web_Portal,APP-9784
65,119074.0,30785,439,18,4,Bachelor,Own,1,Web_Portal,APP-4750
69,154918.0,42588,519,26,3,Bachelor,Rent,0,Web_Portal,APP-9453
80,31116.0,29601,473,7,4,Bachelor,Rent,0,Web_Portal,APP-10307
79,133104.0,21792,310,4,4,Master,Rent,0,Web_Portal,APP-6999
54,99239.0,49298,624,39,4,High School,Own,0,Web_Portal,APP-4215
79,195804.0,31692,843,9,2,PhD,Mortgage,0,Web_Portal,APP-1097
54,109552.0,19725,350,21,1,Master,Mortgage,0,Web_Portal,APP-8387
32,29756.0,11982,345,0,0,Bachelor,Own,1,Web_Portal,APP-8665
26,49328.0,30385,420,6,3,PhD,Own,1,Web_Portal,APP-6176
51,167351.0,1572,361,27,4,High School,Own,0,Web_Portal,APP-8279
67,94888.0,3936,597,30,3,High School,Mortgage,0,Web_Portal,APP-7165
53,55797.0,14309,526,4,2,Master,Own,0,Web_Portal,APP-2537
73,55249.0,37843,535,36,3,Bachelor,Mortgage,1,Web_Portal,APP-4588
69,25566.0,28472,361,10,0,Bachelor,Own,0,Web_Portal,APP-10442
38,,21899,628,1,3,High School,Mortgage,0,Web_Portal,APP-7985
52,109244.0,28276,310,10,1,High School,Rent,0,Web_Portal,APP-4648
47,127001.0,10290,806,32,1,Bachelor,Own,0,Web_Portal,APP-3657
77,56417.0,37462,802,17,2,High School,Own,0,Web_Portal,APP-10826
45,28983.0,11232,637,16,1,Bachelor,Rent,1,Web_Portal,APP-2517
57,85206.0,46411,799,39,0,PhD,Rent,1,Web_Portal,APP-6061
28,54307.0,26251,351,4,0,Bachelor,Mortgage,0,Web_Portal,APP-10349
33,172308.0,13134,383,27,3,Bachelor,Rent,0,Web_Portal,APP-5624
20,151572.0,23474,589,7,2,Master,Rent,0,Web_Portal,APP-5272
50,115797.0,28394,447,2,3,Master,Own,0,Web_Portal,APP-4669
50,108890.0,24549,493,22,3,High School,Own,0,Web_Portal,APP-7566
53,160313.0,28552,595,32,2,High School,Mortgage,0,Web_Portal,APP-6800
33,40875.0,38971,683,8,0,Master,Rent,0,Web_Portal,APP-3090
89,157410.0,11796,515,39,1,High School,Rent,0,Web_Portal,APP-8097
65,36937.0,42843,588,19,1,Bachelor,Rent,0,Web_Portal,APP-7171
64,198219.0,45945,719,32,0,Bachelor,Own,0,Web_Portal,APP-1572
64,34426.0,3967,302,7,0,High School,Own,0,Web_Portal,APP-10558
84,86046.0,25086,817,3,3,High School,Own,1,Web_Portal,APP-5688
32,86421.0,49680,679,11,1,Master,Own,0,Web_Portal,APP-10074
30,145613.0,40240,814,31,2,Master,Mortgage,0,Web_Portal,APP-4062
21,145355.0,13560,828,29,3,Master,Rent,0,Web_Portal,APP-10293
37,135925.0,24823,490,27,1,Bachelor,Rent,0,Web_Portal,APP-7470
42,71645.0,5715,711,1,2,Master,Rent,0,Web_Portal,APP-8160
22,172377.0,8179,660,13,3,Bachelor,Own,0,Web_Portal,APP-7633
33,117354.0,49096,490,37,1,Bachelor,Rent,1,Legacy_System,APP-9491
47,146419.0,16902,749,19,2,High School,Own,0,Web_Portal,APP-8925
80,100442.0,37795,466,11,1,Master,Mortgage,0,Web_Portal,APP-8345
68,145172.0,12051,705,37,1,PhD,Mortgage,0,Web_Portal,APP-7304
74,48478.0,46277,776,38,0,PhD,Own,0,Web_Portal,APP-8900
88,91038.0,27439,319,21,3,High School,Own,0,Web_Portal,APP-10439
43,62262.0,1260,569,10,4,High School,Rent,0,Web_Portal,APP-9185
81,66454.0,30543,470,26,0,Master,Own,0,Web_Portal,APP-5479
75,63095.0,5015,692,17,3,Master,Rent,0,Web_Portal,APP-5948
85,25704.0,14354,439,16,0,Bachelor,Own,1,Web_Portal,APP-6976
39,55577.0,23282,735,9,0,Bachelor,Mortgage,0,Web_Portal,APP-1370
42,161917.0,44409,752,0,1,PhD,Mortgage,0,Web_Portal,APP-2938
38,141246.0,44239,548,6,3,Bachelor,Own,0,Web_Portal,APP-3352
56,120050.0,15177,399,3,1,High School,Own,0,Web_Portal,APP-8127
85,94935.0,7495,422,25,2,Master,Own,0,Web_Portal,APP-2753
47,181017.0,11316,794,7,3,PhD,Rent,0,Web_Portal,APP-4670
79,122614.0,49993,680,4,3,Bachelor,Rent,1,Web_Portal,APP-8298
22,,5147,677,38,2,Master,Own,0,Web_Portal,APP-4652
42,59095.0,47824,554,29,0,High School,Own,0,Web_Portal,APP-6201
82,189173.0,19560,599,33,1,PhD,Own,1,Web_Portal,APP-8909
45,104511.0,11156,736,28,1,Master,Rent,0,Web_Portal,APP-3361
61,183223.0,40258,626,20,2,High School,Rent,0,Web_Portal,APP-5260
74,39984.0,23614,708,38,4,PhD,Rent,0,Web_Portal,APP-6432
78,61209.0,22882,760,14,3,PhD,Mortgage,0,Web_Portal,APP-7285
89,122020.0,18405,556,34,0,PhD,Own,0,Web_Portal,APP-5991
78,115029.0,9981,430,6,3,PhD,Mortgage,0,Web_Portal,APP-8600
24,83305.0,49443,847,20,4,PhD,Own,0,Web_Portal,APP-10462
36,147153.0,11247,723,38,1,High School,Mortgage,0,Web_Portal,APP-4737
51,,34169,525,30,4,Master,Own,0,Web_Portal,APP-8520
69,35817.0,7906,369,16,0,Master,Rent,0,Web_Portal,APP-9559
64,145143.0,3272,449,7,3,Bachelor,Mortgage,0,Web_Portal,APP-9926
25,166488.0,49776,583,5,1,Bachelor,Own,0,Web_Portal,APP-10990
34,157015.0,28568,337,26,4,Master,Own,0,Web_Portal,APP-6591
54,188508.0,5806,632,3,1,PhD,Own,1,Web_Portal,APP-2171
36,30040.0,14894,532,15,2,High School,Mortgage,0,Web_Portal,APP-8370
30,118863.0,27885,318,19,4,PhD,Mortgage,0,Web_Portal,APP-8937
49,157175.0,29063,830,26,2,Bachelor,Rent,1,Web_Portal,APP-9086
41,162097.0,15816,386,5,3,PhD,Own,1,Web_Portal,APP-2422
48,28195.0,42510,750,12,4,High School,Mortgage,0,Web_Portal,APP-7782
47,142474.0,30403,572,18,0,High School,Rent,0,Web_Portal,APP-10443
66,130436.0,9878,548,19,2,PhD,Own,0,Web_Portal,APP-9139
78,139645.0,15546,441,22,0,Bachelor,Rent,0,Web_Portal,APP-10350
27,116111.0,32485,608,39,4,High School,Own,0,Web_Portal,APP-9018
53,82495.0,40048,567,27,3,PhD,Mortgage,1,Web_Portal,APP-7339
31,143731.0,38442,345,18,1,Master,Rent,0,Web_Portal,APP-10647
32,48525.0,2674,303,12,0,Master,Own,0,Web_Portal,APP-1874
65,62082.0,5814,678,27,4,Master,Own,1,Web_Portal,APP-3297
18,89903.0,41270,445,9,2,High School,Mortgage,0,Web_Portal,APP-3643
47,24435.0,23049,543,7,2,High School,Own,1,Web_Portal,APP-8531
53,183394.0,7785,730,38,0,High School,Own,1,Web_Portal,APP-2719
72,44507.0,48862,598,28,2,Bachelor,Own,0,Web_Portal,APP-6347
88,31075.0,14735,552,2,3,PhD,Rent,0,Web_Portal,APP-6932
83,174562.0,33481,847,15,2,High School,Rent,0,Web_Portal,APP-1840
62,,34770,668,28,3,Bachelor,Own,0,Web_Portal,APP-10937
35,122840.0,5558,517,30,0,High School,Own,1,Web_Portal,APP-1581
59,37883.0,6149,524,20,0,Bachelor,Own,0,Web_Portal,APP-1204
72,66902.0,17747,471,9,4,PhD,Rent,1,Web_Portal,APP-2641
46,145772.0,20598,689,15,3,PhD,Own,0,Web_Portal,APP-3014
58,180053.0,9300,591,39,2,Bachelor,Rent,1,Web_Portal,APP-4253
41,193793.0,32342,524,27,3,High School,Mortgage,0,Web_Portal,APP-8540
54,196283.0,39645,524,10,4,PhD,Mortgage,0,Web_Portal,APP-1905
67,177998.0,34366,593,26,3,Master,Rent,1,Web_Portal,APP-1631
58,147144.0,3177,316,31,3,Master,Own,0,Web_Portal,APP-9420
28,35611.0,6132,614,7,4,PhD,Rent,0,Web_Portal,APP-8823
34,86558.0,26896,760,4,1,High School,Own,0,Web_Portal,APP-2974
19,34235.0,21947,766,25,3,High School,Rent,0,Web_Portal,APP-1162
53,45600.0,49332,531,17,1,PhD,Mortgage,1,Web_Portal,APP-5998
58,105195.0,7032,380,34,0,Bachelor,Rent,0,Web_Portal,APP-2243
56,60167.0,33616,796,16,0,Master,Mortgage,1,Web_Portal,APP-10450
40,96942.0,24245,705,36,2,PhD,Mortgage,0,Web_Portal,APP-8764
34,64258.0,29690,772,20,2,High School,Rent,1,Web_Portal,APP-5713
46,40491.0,38867,762,26,0,High School,Own,1,Web_Portal,APP-1875
26,27176.0,34756,537,14,3,Bachelor,Mortgage,0,Web_Portal,APP-2431
68,91445.0,27907,786,39,2,Bachelor,Mortgage,0,Web_Portal,APP-9738
70,92752.0,2085,319,19,4,Bachelor,Own,0,Web_Portal,APP-7868
51,143001.0,32948,554,27,2,High School,Own,0,Web_Portal,APP-5643
40,96620.0,42949,479,23,4,PhD,Own,0,Web_Portal,APP-6080
19,105823.0,3017,592,3,4,Bachelor,Mortgage,1,Web_Portal,APP-6783
85,183310.0,37109,617,38,2,PhD,Own,1,Web_Portal,APP-10138
52,134719.0,37716,461,31,3,High School,Mortgage,0,Web_Portal,APP-8616
27,186656.0,35037,505,25,0,PhD,Mortgage,0,Web_Portal,APP-9039
50,126555.0,23319,496,13,2,Master,Rent,1,Web_Portal,APP-8955
58,31357.0,7487,500,15,3,High School,Rent,0,Web_Portal,APP-10437
89,102579.0,10091,822,37,4,High School,Mortgage,0,Web_Portal,APP-3856
34,84471.0,35746,617,15,3,Master,Own,1,Web_Portal,APP-2861
66,135784.0,28284,474,19,0,High School,Own,1,Web_Portal,APP-3659
49,132350.0,31101,318,11,4,Master,Own,0,Web_Portal,APP-4384
53,110947.0,5936,396,39,0,High School,Own,0,Web_Portal,APP-10564
27,64890.0,1737,761,21,4,PhD,Rent,1,Web_Portal,APP-10776
36,82713.0,6383,358,16,2,High School,Mortgage,0,Web_Portal,APP-9090
28,195571.0,22143,305,31,2,High School,Own,0,Web_Portal,APP-9347
42,96441.0,30843,452,37,2,Master,Rent,0,Web_Portal,APP-8462
78,65113.0,41582,795,23,0,Master,Own,0,Web_Portal,APP-7886
46,130240.0,26839,568,38,1,PhD,Mortgage,0,Legacy_System,APP-5733
44,35797.0,24746,404,20,2,PhD,Own,0,Web_Portal,APP-4331
49,109410.0,47098,340,9,2,PhD,Mortgage,0,Web_Portal,APP-10006
27,147240.0,28793,809,31,2,High School,Own,0,Web_Portal,APP-9635
59,177650.0,17911,595,19,4,High School,Rent,0,Web_Portal,APP-7404
50,183233.0,36587,728,15,1,Bachelor,Rent,0,Web_Portal,APP-9346
41,62851.0,37397,470,1,2,High School,Mortgage,0,Web_Portal,APP-10464
37,88309.0,31898,351,30,0,Bachelor,Rent,0,Web_Portal,APP-8060
34,174837.0,49522,830,22,1,Master,Mortgage,0,Web_Portal,APP-3096
77,44276.0,13271,562,39,4,Master,Mortgage,0,Web_Portal,APP-3003
18,192716.0,41566,399,39,0,PhD,Rent,0,Web_Portal,APP-9804
35,162675.0,49351,502,35,2,Bachelor,Mortgage,0,Web_Portal,APP-10732
53,136003.0,46625,726,26,0,Bachelor,Rent,0,Web_Portal,APP-5676
44,121967.0,12818,384,36,2,Master,Own,0,Web_Portal,APP-6017
63,144790.0,23683,709,29,4,High School,Mortgage,0,Web_Portal,APP-8469
33,184164.0,38142,721,35,2,High School,Rent,0,Web_Portal,APP-1546
58,47387.0,47381,730,4,1,Bachelor,Own,0,Web_Portal,APP-2449
63,114467.0,42527,833,30,3,Bachelor,Own,0,Web_Portal,APP-4986
44,131098.0,5501,572,2,0,Bachelor,Own,0,Web_Portal,APP-7900
66,118752.0,49769,530,11,1,Bachelor,Rent,1,Web_Portal,APP-3610
66,154801.0,32599,663,31,0,Bachelor,Rent,0,Web_Portal,APP-2900
22,171944.0,13416,771,12,1,High School,Rent,1,Web_Portal,APP-4920
86,77205.0,16451,315,31,3,Master,Mortgage,0,Web_Portal,APP-3757
22,164687.0,13869,448,2,1,High School,Rent,0,Web_Portal,APP-7124
68,27645.0,4088,441,23,0,Master,Own,0,Web_Portal,APP-7397
82,29466.0,13651,531,6,3,Bachelor,Mortgage,1,Web_Portal,APP-2885
54,43652.0,16375,548,5,3,Master,Mortgage,0,Web_Portal,APP-10823
67,90687.0,13281,423,17,2,High School,Own,0,Legacy_System,APP-6738
27,169985.0,23415,620,31,1,PhD,Own,0,Web_Portal,APP-9667
32,70998.0,18660,704,13,3,Master,Mortgage,0,Web_Portal,APP-6890
57,,32188,431,6,2,Bachelor,Mortgage,0,Web_Portal,APP-3097
70,195095.0,48033,806,29,1,Master,Rent,0,Web_Portal,APP-10289
38,39192.0,17067,522,28,0,Master,Mortgage,0,Web_Portal,APP-6692
53,157687.0,37381,600,36,4,PhD,Own,0,Web_Portal,APP-1499
88,179295.0,11227,641,30,3,PhD,Mortgage,0,Web_Portal,APP-6624
80,31826.0,45494,588,38,4,Bachelor,Rent,0,Web_Portal,APP-1836
88,173024.0,29355,507,4,4,Master,Own,0,Web_Portal,APP-4471
33,189964.0,15860,585,11,1,Bachelor,Rent,1,Web_Portal,APP-5697
86,156203.0,11809,527,39,4,High School,Mortgage,0,Web_Portal,APP-7280
61,,21880,732,35,4,High School,Mortgage,0,Web_Portal,APP-9883
33,193285.0,13366,342,38,4,Bachelor,Mortgage,0,Web_Portal,APP-3171
72,171015.0,8791,678,20,0,PhD,Mortgage,0,Web_Portal,APP-10231
28,49692.0,43394,736,11,3,Master,Rent,0,Web_Portal,APP-6678
68,128501.0,12696,682,6,1,Bachelor,Mortgage,0,Web_Portal,APP-10184
19,,27295,738,26,0,Master,Own,0,Web_Portal,APP-1398
85,82708.0,41916,516,19,1,High School,Rent,0,Web_Portal,APP-3010
37,146543.0,48443,576,25,2,Bachelor,Own,0,Web_Portal,APP-6166
86,31945.0,7453,501,10,1,Master,Mortgage,0,Web_Portal,APP-6871
72,22853.0,34012,827,0,2,High School,Mortgage,0,Web_Portal,APP-10792
54,122449.0,27250,643,24,4,PhD,Mortgage,0,Web_Portal,APP-2283
21,164832.0,24555,770,6,0,Master,Own,1,Web_Portal,APP-9390
50,,24570,715,24,4,High School,Rent,1,Web_Portal,APP-3448
44,157432.0,27710,660,6,4,PhD,Mortgage,0,Web_Portal,APP-5256
67,156711.0,28216,509,4,1,Bachelor,Own,0,Web_Portal,APP-2836
56,147422.0,31504,688,7,4,PhD,Rent,0,Web_Portal,APP-10596
31,51283.0,13857,426,29,0,High School,Rent,0,Web_Portal,APP-2019
45,169820.0,43105,403,26,0,PhD,Mortgage,0,Web_Portal,APP-6066
29,148771.0,44273,516,24,4,Bachelor,Rent,0,Web_Portal,APP-2326
50,105662.0,46452,367,4,0,High School,Own,1,Web_Portal,APP-9752
52,49986.0,7299,830,0,3,Master,Mortgage,0,Web_Portal,APP-1475
36,133583.0,34064,534,1,3,Bachelor,Rent,1,Legacy_System,APP-3810
40,48725.0,44604,527,35,4,Master,Mortgage,0,Web_Portal,APP-9632
50,193912.0,31178,559,10,3,PhD,Mortgage,1,Web_Portal,APP-2651
21,162952.0,28557,303,4,0,Bachelor,Own,0,Web_Portal,APP-10611
62,87593.0,3068,610,29,1,High School,Rent,0,Web_Portal,APP-2169
26,113709.0,31059,566,38,3,Master,Rent,0,Legacy_System,APP-3528
