SqFt,Bedrooms,Bathrooms,Age,Neighborhood,Garage,Price
811,4,2,58,Urban,1,213114.03344980653
1435,3,1,28,Rural,1,266018.5932058371
1715,2,2,69,Suburban,1,298077.9089600869
2792,2,2,36,Rural,0,464422.4020557878
2399,4,3,32,Suburban,0,437044.5806856239
3688,3,2,59,Rural,0,614495.1068691639
1694,5,2,80,Rural,0,348646.6417875657
4574,3,1,86,Rural,0,748506.6731729981
2804,1,3,60,Suburban,1,439611.36176449596
4718,3,2,17,Urban,0,754806.9477004715
3975,3,1,68,Rural,0,650158.0333469445
3140,2,1,85,Urban,1,504949.8497835326
1795,4,1,77,Urban,1,357741.03280240175
1213,1,1,14,Suburban,0,187096.06844285058
4822,1,3,1,Suburban,0,738948.7981145115
3318,5,1,95,Urban,0,603783.6339404333
3738,1,2,52,Rural,1,562456.2890993193
3189,2,3,21,Urban,0,519135.4510837016
4006,5,2,53,Urban,0,709619.643196537
4858,4,1,29,Rural,0,819964.932529902
1777,1,1,13,Rural,0,282092.24118780514
669,3,2,22,Suburban,0,154303.69140552825
3795,1,3,1,Rural,1,583040.4243306101
4215,2,3,39,Rural,0,672246.7535526903
4370,2,2,9,Urban,1,690871.2131988553
4878,2,1,15,Rural,1,771405.0234316409
629,2,3,71,Suburban,1,134761.68298816148
763,3,1,63,Suburban,0,177731.85910595933
2399,1,3,29,Rural,1,385790.53288197174
2467,5,1,79,Urban,1,483188.0110611601
2769,5,2,98,Suburban,0,535607.1800905444
2884,4,1,74,Suburban,1,522397.5174121278
1631,5,3,43,Urban,1,355090.1851611168
1857,1,1,11,Suburban,1,303337.08768847346
1901,3,1,31,Rural,0,358899.38860650646
3518,1,2,77,Rural,1,539659.6083435958
654,3,3,97,Urban,1,163333.3852637835
647,5,3,71,Suburban,1,207941.2746171741
1348,3,3,71,Suburban,1,257083.4033868753
3223,1,3,8,Suburban,1,506302.0118796531
2627,4,1,83,Suburban,0,482623.33937844244
3572,3,1,54,Suburban,1,574735.4977637563
4465,2,1,84,Urban,1,710241.5314629269
2396,3,1,23,Suburban,1,427768.27367602615
1639,2,1,28,Urban,0,291878.86039233074
621,3,3,41,Rural,1,160313.0842656685
3663,4,1,87,Urban,0,651259.2685616504
4823,2,2,36,Suburban,0,761234.0539824248
2331,4,3,36,Suburban,0,438870.50410112174
3812,4,2,43,Suburban,0,638191.1762100294
3743,2,3,65,Urban,1,591971.1419257774
2238,3,3,57,Urban,1,394308.1351619524
612,1,2,10,Rural,1,99429.65831218005
1731,1,2,12,Rural,0,275479.18396812817
1260,1,3,20,Urban,1,211833.22289433575
4526,2,1,94,Rural,1,718755.6078028013
4749,3,1,61,Urban,1,754084.0504394204
2493,2,3,37,Suburban,0,402053.0233869171
4210,4,1,30,Rural,1,697598.2316090275
4614,2,1,95,Suburban,0,720790.6446131985
1148,1,3,15,Rural,0,197989.07180971492
3625,5,2,63,Urban,1,635042.0567443063
766,1,1,14,Suburban,0,130098.53853862324
3504,2,2,42,Rural,0,562668.9231946853
4591,5,2,78,Rural,0,788327.9209883981
2804,5,2,89,Rural,1,529805.1001108789
531,2,1,31,Urban,0,116365.07200924263
2223,2,3,60,Urban,0,380902.870702073
4307,2,2,83,Urban,0,690196.4721234478
1253,3,2,6,Rural,1,234735.20036628112
2055,2,2,62,Rural,0,337677.2294746268
1915,3,2,2,Suburban,0,361874.7056554704
2729,5,1,18,Urban,1,511055.4665792709
670,5,2,84,Suburban,0,203860.17030298247
835,2,3,71,Suburban,1,171155.49658106986
4596,4,3,61,Rural,1,766840.3591257209
1989,4,2,7,Suburban,0,389159.74729297694
956,3,1,80,Rural,0,211836.20258725516
3077,5,1,60,Rural,1,556928.5604491386
3087,2,2,84,Suburban,0,498416.0140851702
1063,2,3,90,Suburban,1,207302.51120053182
3825,3,3,63,Rural,1,642246.7534416362
864,2,1,87,Suburban,1,169841.9954091564
3167,2,1,3,Rural,1,514962.0062855326
1293,4,2,47,Suburban,1,262467.95203630446
1874,3,3,88,Suburban,0,335063.5033261199
3097,5,3,66,Suburban,1,571956.52020297
1619,5,2,8,Urban,0,354511.9774940792
4942,4,3,73,Urban,1,829836.9698297427
4690,5,3,58,Urban,0,809443.2192550979
1267,5,2,75,Urban,1,302301.2797801255
3826,4,3,15,Rural,1,649666.8653296616
3997,1,3,18,Rural,0,631713.313282893
4164,4,3,27,Urban,1,700099.9355864384
3010,4,1,65,Suburban,1,525066.2168877387
3904,1,3,43,Suburban,1,609474.366073402
2061,1,1,89,Urban,0,327719.19617437036
4569,1,3,61,Rural,0,715091.7097160603
4758,2,1,57,Rural,1,753244.8547603657
4307,1,1,28,Suburban,1,656771.4364977303
2472,1,1,99,Rural,0,391636.66526267
1207,5,1,38,Rural,0,293060.26383225434
2658,5,3,45,Rural,0,513888.5678165326
850,3,2,50,Suburban,0,190902.224973983
2004,4,3,80,Suburban,0,390123.43647129
1257,3,1,8,Urban,1,250197.50747115267
1472,5,1,41,Suburban,1,311973.65529549407
3845,5,2,70,Suburban,1,676343.3635461803
4044,4,3,49,Rural,0,693561.4643705074
646,5,2,45,Urban,1,204199.6293622035
2063,4,2,60,Urban,0,396405.2701240126
2630,1,1,91,Suburban,1,421351.3717909469
3861,2,3,35,Rural,1,603783.9854114958
1890,2,2,52,Urban,1,330755.0510911463
3413,2,3,93,Urban,1,568427.2174944303
1508,1,1,57,Suburban,1,247274.63847215782
4438,1,1,17,Suburban,0,692695.1535258248
4170,3,3,51,Suburban,0,687051.9994796521
1659,4,1,71,Suburban,0,319280.72411568847
1636,5,2,6,Suburban,0,343228.2951994394
3696,5,2,51,Urban,0,647318.7183976503
4291,3,2,25,Rural,1,702271.8313693188
4334,4,1,13,Suburban,0,721316.7667231775
3033,3,1,27,Rural,1,520133.268018564
3939,5,3,53,Urban,1,683998.5955320096
2642,3,1,26,Suburban,0,463999.8110519016
1730,2,1,47,Suburban,1,297143.0343164582
3880,2,3,9,Suburban,0,624210.0881947387
1747,1,1,42,Rural,1,287492.955932482
4267,2,2,57,Rural,1,699993.2760781092
629,1,2,55,Suburban,1,108531.54552053021
1552,4,3,15,Rural,1,328535.1784003917
2009,5,1,64,Urban,0,391269.8883281202
2920,5,1,65,Urban,1,527131.1368120204
1009,3,1,51,Suburban,0,199671.26763215213
2339,4,2,45,Suburban,0,442447.6337999757
3785,2,2,13,Suburban,1,608300.2293378653
3775,3,1,64,Rural,0,625178.7230912563
1219,3,2,98,Rural,0,240414.5576764967
2328,1,1,47,Urban,1,374550.12026964757
4048,2,3,29,Urban,0,633423.7882246405
4458,2,3,31,Suburban,0,709075.49334155
905,4,2,95,Urban,1,248865.29265434959
526,2,2,61,Suburban,0,107541.50544632322
4346,4,2,57,Urban,0,724525.0154380404
563,5,2,36,Rural,1,180537.75437279136
2266,3,3,8,Urban,0,389830.31522312394
2970,2,1,5,Rural,1,486498.5513063819
2578,5,3,67,Rural,0,485533.8700422486
1324,1,2,56,Rural,1,211600.87552596157
830,1,2,71,Suburban,1,145263.85559505984
4552,3,2,17,Urban,0,769765.8019171576
3801,4,2,12,Suburban,1,639050.4180648667
3735,3,2,45,Urban,0,627467.4613541085
1277,5,1,86,Urban,1,282050.99845323426
687,5,1,93,Suburban,1,201810.30232883408
2729,2,1,28,Urban,1,457309.65388573543
3409,3,3,45,Urban,0,588233.8392263196
578,3,2,5,Rural,1,152984.5279367402
3574,4,2,1,Rural,1,651532.0744627959
2748,4,2,11,Suburban,0,499537.0145419205
3871,5,2,57,Suburban,1,689696.9619430734
4322,1,1,67,Suburban,0,673790.716210985
875,4,2,35,Rural,0,220672.794373354
2903,5,2,33,Rural,0,525898.4996501035
1659,1,1,20,Suburban,0,261674.20127706317
2124,5,1,68,Urban,1,417236.7865082735
1085,3,3,65,Rural,1,209807.2621938337
3932,5,2,32,Suburban,1,680556.5867815346
1184,4,3,61,Suburban,0,251211.90731246915
3849,5,3,51,Suburban,1,680740.1850906378
2629,4,1,20,Suburban,1,461686.96320352925
2988,4,3,17,Rural,0,524891.75721429
2121,3,3,74,Suburban,0,395385.0685439522
2116,4,2,45,Urban,1,383460.3792865294
4146,3,1,6,Rural,0,682434.3364162558
1771,2,3,59,Rural,0,307744.59668153
1542,3,3,57,Rural,0,284566.4259438415
1595,2,3,70,Urban,0,270142.6419552244
2946,1,2,4,Urban,1,458982.78144179925
3835,4,3,75,Suburban,0,640111.0104144366
3259,1,3,98,Rural,0,516325.59875444416
4252,4,3,29,Rural,1,721867.9807247316
4113,3,1,98,Urban,0,677576.4797231873
3042,3,3,79,Suburban,1,503768.86146664567
3171,2,1,86,Rural,1,515811.67306088185
4596,5,1,34,Rural,0,787721.2149446281
1299,5,3,6,Urban,1,287318.939850897
542,4,2,89,Rural,1,161521.1721554158
4655,1,3,18,Rural,0,717307.7008769248
1701,2,2,84,Suburban,0,294713.9837950802
4719,3,3,18,Suburban,1,770356.9706070158
785,2,2,98,Suburban,1,165275.9353243717
1098,1,3,35,Suburban,1,181199.0364813689
2390,2,2,94,Urban,0,395453.3027299651
3875,4,3,18,Urban,0,662501.525859675
3991,5,3,56,Urban,0,692129.7901290933
2627,3,2,4,Suburban,1,460562.5366556522
1662,2,3,73,Urban,1,290269.2874000323
4491,3,3,50,Rural,1,723136.6158735891
2311,3,2,78,Suburban,0,404332.73810181074
1138,2,1,78,Rural,0,223197.63833531883
1868,2,2,7,Suburban,1,327554.06722141017
882,5,1,45,Rural,1,239255.31690413933
3442,1,2,88,Urban,0,550162.7504279778
3616,3,2,33,Suburban,1,606885.0499458531
2134,4,1,30,Suburban,1,393046.65111270413
3878,4,3,2,Rural,1,686711.8445331414
2667,4,1,30,Suburban,1,476028.2132897063
4046,2,3,7,Suburban,1,651444.783863018
563,1,3,11,Urban,1,118379.92336368034
2970,5,1,84,Suburban,1,545382.5909079579
3138,1,1,74,Rural,1,495289.06444531167
1847,3,1,56,Urban,0,324989.4265659955
4923,3,2,3,Rural,0,797918.2642147393
3389,3,3,31,Suburban,1,581931.8612654747
3790,5,3,57,Rural,1,684562.3143959765
4978,1,2,79,Urban,0,762274.2460511898
4604,2,2,16,Urban,1,741136.7866858306
764,4,1,23,Rural,1,202778.2935597393
1448,3,3,91,Urban,0,254940.5292973989
4358,3,2,51,Rural,0,694442.0922173107
1241,4,2,15,Suburban,0,261579.1893617794
2587,5,1,33,Rural,0,482613.76246569224
3760,1,2,49,Suburban,1,587365.7373473133
3465,4,3,9,Rural,1,597391.601951687
3767,1,3,46,Suburban,0,571150.8725157595
846,2,1,47,Rural,0,161569.9040432711
3915,4,2,90,Urban,1,665193.5987411592
1027,3,3,64,Suburban,0,220855.78255297503
1256,3,2,14,Suburban,0,248400.12840832627
506,1,1,67,Rural,0,80224.01138617964
2096,5,1,11,Suburban,1,434199.5759887133
4861,4,2,8,Urban,0,819487.34974355
3794,4,2,18,Rural,1,649495.086720966
4754,5,1,73,Rural,0,807614.8673675108
3809,1,1,52,Urban,1,580775.2326225307
1678,3,1,93,Suburban,0,317458.61432087317
1405,5,3,7,Suburban,1,311084.743745537
1107,3,3,31,Suburban,1,223547.60908339164
711,4,3,94,Urban,1,194067.48304479892
659,5,3,81,Suburban,0,205469.20317280112
2066,2,1,35,Urban,1,343905.71208832605
1181,1,1,45,Urban,1,186272.05226109392
1856,1,1,40,Suburban,0,295007.1243620931
3077,4,3,63,Rural,1,531145.6539678428
1570,1,3,1,Urban,1,267558.5379972148
4271,3,3,85,Suburban,0,702039.3978214172
4408,5,1,86,Rural,0,764528.9365278834
3374,5,3,20,Urban,0,597976.3505514861
3469,4,2,53,Urban,0,606767.8269721176
4797,1,3,70,Urban,0,751035.4079296581
3776,1,2,34,Urban,1,578600.0981331776
1970,5,3,32,Suburban,1,384759.35151187744
552,4,3,99,Suburban,1,169990.6275390465
976,4,2,90,Suburban,1,210423.9106445022
1672,2,2,98,Urban,1,290787.1027317782
2751,1,3,13,Urban,1,426551.48053266515
4478,4,1,37,Rural,1,736986.6487250498
4145,2,3,72,Rural,1,642699.438808679
2300,2,2,32,Suburban,1,391748.74010677944
1916,5,1,77,Suburban,1,385411.4501056547
656,2,1,8,Suburban,0,150495.05270376013
1794,2,3,77,Urban,0,312324.26176438056
3318,1,2,48,Rural,0,501395.7020082266
1475,1,2,4,Suburban,0,229662.23905333644
749,4,3,3,Rural,1,188244.45049068457
1537,1,3,75,Rural,1,246152.75547275023
1082,3,2,19,Urban,1,218363.50581597746
4195,1,3,64,Rural,0,656338.3440689434
2697,3,2,85,Suburban,0,462281.07955851976
3779,4,3,25,Suburban,0,658267.8407527433
2923,4,2,66,Suburban,1,517569.4523254796
2981,5,2,37,Rural,1,551949.317481478
2774,4,1,79,Urban,0,487440.8501323483
4995,4,1,94,Suburban,0,827347.3031664449
2711,5,3,75,Urban,1,508367.9307581073
1560,4,3,32,Suburban,1,312160.8538331306
886,4,3,27,Suburban,0,237283.66799708476
3886,3,2,6,Suburban,0,642902.6855288692
666,3,1,76,Suburban,1,160333.3286098689
831,4,1,37,Rural,1,200724.16461157316
3322,5,1,16,Suburban,0,636281.7203992734
666,1,1,23,Urban,1,117057.80004022646
3166,3,2,99,Urban,0,532216.6285292624
3792,1,1,87,Urban,1,593386.4085658684
691,1,1,64,Urban,0,129401.9736347704
2345,2,3,64,Urban,0,391263.7527744385
2296,1,2,29,Rural,1,373016.672369622
1531,2,2,36,Rural,1,258531.25876096074
4015,4,3,56,Rural,1,691768.3682448361
2173,3,3,65,Urban,1,391754.6781807759
4646,1,2,14,Rural,0,709853.1112174182
977,3,1,24,Suburban,1,188527.092395212
3960,3,3,42,Urban,1,661348.0683282162
3792,1,3,89,Rural,1,588259.9815623312
630,2,2,79,Rural,1,124360.54614256995
4498,5,1,96,Suburban,0,763587.9115594453
2249,1,2,93,Urban,1,356328.52230991406
2040,1,3,43,Urban,0,332148.9990262659
3595,2,1,30,Rural,1,573120.758294057
3904,5,3,47,Urban,1,696826.7782884676
4168,1,2,87,Suburban,1,642167.2510548913
2595,1,2,57,Urban,1,413292.0961644898
1524,4,2,65,Urban,1,320932.85866200755
1771,4,1,23,Urban,0,354576.82010399335
4482,4,1,73,Rural,1,738380.5538422553
3512,2,1,22,Rural,1,576018.738612968
2842,1,1,55,Rural,0,433384.45262270945
4225,3,1,89,Urban,0,693861.1222465045
4632,1,1,38,Rural,1,741829.7013049186
3502,1,2,19,Urban,0,548055.4073900408
2083,5,3,12,Suburban,0,418528.51276609016
2733,5,3,74,Urban,1,501214.2084477694
1443,5,1,5,Suburban,0,310858.10154923156
4210,2,1,71,Suburban,1,678024.6611178016
4058,3,1,74,Rural,0,671574.1854155436
2019,2,1,88,Rural,0,337505.8803904465
2878,3,2,89,Urban,0,485727.30973757326
3337,3,2,55,Urban,1,566544.386473325
1216,5,3,43,Rural,1,299080.5194735303
629,5,1,91,Urban,1,201364.1069848361
791,3,1,54,Rural,1,192330.8454463494
4989,3,1,91,Suburban,1,799422.0587703127
3791,2,3,67,Rural,0,596373.6330369253
3121,3,3,69,Rural,0,516158.2160890934
2016,2,2,86,Urban,0,344074.86931123206
2790,4,3,74,Suburban,0,508057.37905136467
4130,2,1,59,Urban,1,665699.5772422949
4135,2,2,96,Urban,1,658578.4430172406
3903,1,2,16,Rural,0,621032.51086921
2950,3,3,20,Rural,0,510122.7104199723
3716,4,1,81,Rural,0,644315.5975782942
2192,2,1,6,Rural,1,362681.4965654696
2546,3,2,24,Urban,1,445568.81773333065
872,3,3,39,Urban,1,178622.4073612731
2897,1,3,89,Suburban,1,466969.71537752164
2314,1,3,62,Rural,0,355621.50333019305
4459,3,1,15,Urban,0,734372.0450397771
2641,1,1,13,Urban,1,400630.4158277621
2981,4,3,48,Rural,1,532020.8415717381
3619,2,1,15,Rural,1,599844.8605472192
2327,4,2,1,Urban,1,450668.2981647256
3111,5,3,66,Rural,0,585096.4863017212
1001,4,3,2,Urban,0,233208.13855136142
3603,2,3,36,Suburban,1,569139.478680715
1023,2,1,90,Rural,1,196971.12184520255
1159,5,3,61,Suburban,1,277117.71411823895
3916,5,3,56,Suburban,1,700376.77637951
2566,1,1,98,Rural,1,410769.358429932
2429,1,1,83,Suburban,1,376596.4377323087
2737,3,1,7,Rural,1,476821.4728301433
2558,1,1,20,Rural,1,399136.2577490509
4966,5,1,89,Urban,0,835776.9103883323
3430,4,1,1,Rural,0,586880.8551408186
2566,2,2,38,Urban,0,433132.05132122786
4088,1,1,77,Urban,0,645704.4042735987
2207,4,3,92,Suburban,0,422191.2915226574
537,1,3,53,Suburban,1,113054.17157174108
4399,4,1,12,Urban,1,737104.7034563571
1927,3,1,77,Rural,0,348944.0149456011
2991,1,1,25,Urban,1,462098.1012592144
3711,1,3,79,Suburban,1,578662.7355261875
4106,3,2,85,Suburban,1,676698.0352124652
1342,5,3,89,Suburban,0,287574.9872217994
2834,3,2,9,Suburban,1,490414.97525684943
2286,1,2,74,Suburban,0,357081.8733443614
3239,2,2,10,Suburban,0,525460.616828962
1192,3,1,90,Rural,0,226041.4064198465
1248,5,1,23,Rural,1,273137.5126753998
2996,5,3,29,Rural,1,551518.9823768326
2142,3,2,91,Rural,0,383995.7266794077
4562,2,3,74,Suburban,0,714455.7709148943
3167,1,2,3,Rural,0,481586.91694034316
1152,3,2,10,Urban,1,222461.09135046744
4789,5,1,20,Suburban,1,814715.3870363776
1528,5,2,22,Urban,0,324954.3180388255
972,1,3,53,Urban,1,161111.70892349712
2034,5,2,9,Suburban,1,394177.6546488787
3295,1,1,54,Rural,1,521086.27024752786
1400,2,2,21,Rural,1,249929.91235196008
3246,2,3,8,Suburban,1,528210.8492999282
4247,5,1,32,Suburban,0,730881.0297969426
1058,5,2,48,Suburban,1,260115.96345786768
636,3,1,92,Rural,1,157798.26130977657
2968,4,3,54,Suburban,0,519016.3893602674
3378,3,1,3,Urban,1,566330.4070710981
2765,2,3,26,Suburban,1,462614.86291996
4485,5,3,60,Suburban,1,767639.4011866899
2388,3,2,48,Suburban,0,428702.21641441184
3488,5,2,2,Rural,0,618425.0737859588
854,3,1,34,Suburban,1,173701.36251675437
1053,5,2,82,Rural,0,268753.35054250795
3476,1,2,45,Rural,0,551856.6114032532
2820,3,3,84,Urban,0,480569.9154626138
4628,1,2,14,Suburban,0,712413.2434466088
3600,1,2,35,Rural,0,563883.6788420281
1922,3,3,31,Suburban,0,338540.1182175142
2544,4,3,11,Rural,0,466896.0147550978
2272,3,2,23,Suburban,0,391097.08647607925
2910,1,1,45,Urban,1,461495.9236229452
1712,4,3,21,Suburban,0,347040.9739431616
2484,2,2,87,Urban,0,405669.02798743884
2907,3,2,34,Urban,0,512482.7425029661
2779,3,2,36,Urban,1,472360.21019367204
3717,2,2,59,Suburban,0,597543.6871833823
4866,4,3,48,Suburban,1,806627.68218726
4688,5,1,96,Urban,1,812947.4044986339
4862,3,1,65,Suburban,0,788802.8222967247
2686,5,2,28,Rural,0,501781.12941708934
922,4,1,87,Suburban,1,231602.35537450167
1908,1,1,38,Rural,1,295777.3158946297
4045,2,2,92,Urban,1,639546.1151345677
4869,4,3,8,Suburban,1,806989.5411496136
828,4,3,43,Rural,0,205862.4170289188
885,2,3,7,Urban,1,166265.35000796354
3772,1,2,63,Suburban,1,590472.709975373
2517,2,1,23,Urban,0,409257.8284933793
3384,4,1,91,Suburban,0,603670.0750673943
3374,5,2,65,Urban,0,597106.4358589926
1924,5,3,50,Urban,1,394236.0411253214
4529,2,1,28,Urban,0,709978.3959537343
2610,3,2,43,Suburban,1,444726.4570077305
3584,5,1,41,Suburban,0,645048.7528318211
1200,3,1,98,Suburban,1,234278.7077174238
550,4,3,91,Rural,0,159805.5274739866
3742,4,1,23,Suburban,1,651483.5505501599
3144,5,2,1,Urban,0,592230.973376043
4263,2,3,8,Rural,0,693536.2728718502
4948,1,3,53,Urban,1,754081.5314619881
511,4,2,9,Suburban,0,153270.21466342275
2053,3,3,93,Rural,1,362994.4840351194
1169,2,2,29,Urban,1,207589.73413924655
1674,2,2,93,Suburban,1,301628.4531991832
2558,1,2,80,Urban,0,393654.7792712438
1909,3,2,5,Urban,1,353671.6414853621
542,2,3,74,Urban,1,113023.46221889548
3844,1,2,3,Suburban,1,600058.5008005629
4360,2,2,29,Rural,1,697043.5225794343
1384,2,2,53,Suburban,1,258619.63872006693
3387,4,2,43,Suburban,0,578746.414183041
4930,2,1,71,Urban,0,791920.6129332691
2888,1,3,97,Urban,0,453433.24013366987
1249,2,2,34,Suburban,1,253315.72742597546
3584,2,1,54,Rural,0,584713.2686645519
3356,1,1,57,Rural,0,507753.5706268934
749,4,2,1,Suburban,1,194242.6497316051
3679,5,1,78,Suburban,0,652725.5916563006
2049,4,1,94,Urban,0,412392.69276086777
1636,1,1,79,Suburban,1,274652.4824953683
986,1,1,75,Rural,1,170475.96358675332
2914,3,1,39,Urban,1,496636.139939654
4194,2,3,57,Urban,0,665733.6994857461
2936,1,3,82,Rural,0,467522.57662100234
2576,3,2,43,Rural,1,451318.838773217
1759,4,2,8,Urban,0,331458.66038361756
858,2,2,65,Urban,0,161672.94216203273
2317,5,2,96,Urban,0,444998.1080952125
3939,3,2,37,Rural,1,636076.2909220399
3052,2,2,74,Urban,1,515058.21439020894
3327,1,2,18,Rural,0,528356.731986694
1794,4,2,76,Rural,1,340579.74242774706
2020,2,1,82,Suburban,0,348316.8148657434
2770,4,1,58,Rural,0,494635.44106736634
2159,2,1,3,Suburban,1,357506.85773424513
1273,5,2,21,Rural,1,289014.4164053396
3885,4,3,33,Urban,1,670662.3458539641
2184,3,2,37,Rural,1,374390.81765067665
1439,2,2,65,Rural,0,256363.23794795547
1174,4,1,6,Rural,1,272253.4592980108
1090,2,3,46,Urban,1,209526.94852894003
3087,1,2,31,Urban,0,484876.94067476544
4559,1,1,78,Suburban,0,706533.3094381194
3935,3,2,88,Urban,1,657135.5142106428
999,5,3,68,Rural,0,243782.44751296294
2993,5,2,55,Rural,0,536665.3771500398
1605,1,1,89,Suburban,1,263338.1013976902
1026,3,3,26,Rural,1,206716.79364110652
1942,4,1,74,Rural,0,381031.5008155298
2733,4,3,44,Urban,1,489333.09630072967
1292,2,2,73,Rural,1,231432.74774579305
3521,5,1,35,Urban,1,620247.0388302928
2442,1,2,59,Rural,1,393641.1546284416
977,2,3,52,Urban,1,192479.1036883678
865,2,2,7,Rural,0,166814.9999284136
4323,2,2,24,Urban,0,694614.7364349324
4599,2,1,2,Suburban,0,736317.4306181258
4561,1,1,49,Urban,1,704600.2234070542
1554,3,1,79,Suburban,1,300686.8384342756
2917,1,2,90,Rural,0,451657.77691449586
1878,2,1,76,Suburban,1,309170.82825936866
1033,1,3,6,Urban,1,177609.11452052667
608,2,2,96,Urban,1,138625.06542016703
4232,3,3,44,Suburban,0,687006.6111907329
726,3,1,55,Urban,1,174889.23308639473
2317,2,1,36,Suburban,0,392847.3136066992
1514,4,2,63,Suburban,1,303868.7249385248
4357,5,3,91,Urban,0,768110.4791042935
4594,1,1,7,Urban,1,702707.1545855606
793,1,1,18,Rural,0,127604.01300549532
3767,5,3,16,Rural,1,663089.4023770988
2661,5,1,77,Rural,0,490055.98422882723
3195,1,2,96,Urban,1,497590.61447911867
4562,3,1,23,Suburban,0,748453.569398274
540,1,1,79,Urban,1,99736.61016866386
2631,3,1,72,Urban,1,451939.7831755528
3474,1,2,57,Urban,1,544464.599979925
2419,2,2,91,Suburban,0,407457.27070612775
3379,1,3,42,Urban,0,522168.94031732634
1331,2,1,1,Rural,1,255460.57140787988
650,5,2,50,Rural,0,196685.03947328244
3413,5,2,11,Urban,1,609762.6064410901
2876,5,1,93,Rural,0,530748.8517573737
2217,5,3,98,Rural,1,427868.2300253006
4684,3,1,42,Rural,1,753262.6887071164
1387,4,3,98,Suburban,0,302126.26385982306
4681,1,3,94,Urban,1,728586.0584042459
4864,3,2,62,Suburban,1,753851.5875097048
872,1,1,63,Suburban,1,160201.35905479052
4824,3,2,32,Urban,0,791053.7717207564
4113,5,1,14,Urban,1,716706.9002890488
3009,3,1,31,Urban,0,504086.11371990485
1758,1,2,71,Rural,0,287352.92184812354
3223,2,3,15,Urban,0,522433.57480660145
3566,3,1,99,Rural,0,589928.1416614661
875,5,2,26,Suburban,1,233744.7514429177
1695,5,3,32,Suburban,0,350448.86266759114
516,3,1,82,Suburban,0,145979.76493658335
875,1,1,30,Suburban,1,133216.2941883176
1295,5,1,96,Urban,0,303081.01937456045
635,4,1,62,Urban,1,186456.21404433317
4736,2,2,37,Rural,0,755914.0435420701
3639,2,3,8,Suburban,0,583445.9210960873
586,1,2,18,Suburban,0,95326.54398738065
956,3,1,45,Suburban,1,193881.1053421312
4124,2,3,66,Suburban,1,656169.7120525144
1024,2,1,70,Rural,0,194725.13076328795
4949,3,3,49,Urban,1,812053.5911249621
4905,3,3,18,Rural,1,805833.5389910545
4655,3,3,14,Rural,1,743812.2473248129
2186,4,2,67,Rural,0,407291.68364952074
3817,1,1,53,Rural,0,590096.4117559651
2741,3,2,46,Suburban,0,485781.5651666509
2442,5,1,86,Rural,1,465453.4392178324
4260,4,1,48,Rural,0,710921.7193966454
3947,4,2,17,Urban,1,683279.2626473302
1661,1,3,52,Suburban,0,260755.0189705864
4281,1,1,0,Suburban,1,651581.4935311716
3336,4,2,26,Urban,0,589115.8599999167
3222,4,2,36,Rural,1,555183.1079113156
2530,2,1,78,Suburban,0,408383.0175551296
1596,5,2,66,Suburban,1,334165.6315463203
3520,1,3,89,Rural,0,537874.511359297
1629,1,1,60,Rural,0,268984.80799920944
583,4,1,67,Urban,1,162742.3542885921
3507,4,1,51,Suburban,0,583886.4867082696
3264,4,3,89,Rural,1,561894.3693578346
2030,4,3,80,Suburban,0,384480.3014610366
4297,3,3,36,Urban,1,730569.6170732797
3989,2,2,59,Rural,0,644324.4123693986
3346,3,3,75,Rural,1,552940.9636020471
2188,2,2,17,Rural,1,353014.92992623337
4122,4,3,99,Urban,0,711591.9318505387
511,2,2,48,Rural,1,116281.78239143606
930,2,1,66,Suburban,1,178320.6071339449
3201,5,1,70,Rural,0,578381.7672789958
3575,2,1,93,Suburban,1,576471.9471547707
3264,3,2,41,Suburban,1,544604.8885882831
4658,1,1,89,Suburban,0,720107.0933952909
2145,1,1,51,Suburban,0,357651.89462484594
3935,3,3,80,Suburban,1,640676.5334449523
1463,5,2,92,Rural,1,306232.44774898293
1187,1,1,64,Rural,1,202179.8043345685
3625,5,3,99,Suburban,0,643552.7560455916
4786,5,3,16,Urban,1,823054.2269164453
4834,1,3,15,Rural,0,750147.3315003865
1857,4,1,6,Urban,1,340917.19722078124
1516,4,2,72,Suburban,0,314215.2273670067
1446,1,1,0,Suburban,1,237130.86088199873
717,1,1,68,Urban,0,130950.0974751875
2831,4,3,94,Rural,0,499107.32230904995
530,1,2,74,Rural,1,116227.46612765173
3138,4,3,9,Urban,0,552255.640360435
543,4,3,26,Rural,1,165577.0677800198
2420,5,1,97,Suburban,0,471213.51028239005
1342,4,2,61,Rural,0,284921.08133108384
2275,5,2,28,Urban,1,440029.22545353975
1658,2,2,68,Suburban,1,290788.51106366736
3001,2,2,21,Suburban,0,489042.20138934185
1057,1,1,98,Urban,0,189823.53494055997
4377,3,3,23,Suburban,0,724610.4360445082
3347,1,2,62,Urban,1,506834.8610884129
4309,1,1,44,Suburban,1,665566.1969741647
2228,4,2,46,Suburban,1,430088.4682142477
652,2,1,52,Rural,0,138095.16629420102
3711,5,2,92,Rural,0,655818.8343746953
4128,5,1,13,Rural,0,720097.7535207043
2397,3,2,61,Rural,1,434725.5272743917
1514,5,1,3,Urban,1,352547.96546581027
2806,3,2,60,Urban,1,471954.1682472191
1470,3,1,12,Suburban,0,263062.28318217193
4799,4,3,5,Suburban,1,789350.2887949552
1459,3,3,0,Urban,0,287452.4514949356
